"hub1","hub2","priceAtHub1","priceAtHub2","spread","ratio"
"Michcon","ANR-LA","3.0357","2.7998","0.2359","1.08425601828702"
"Michcon","ANR-SE-T","3.0357","2.7998","0.2359","1.08425601828702"
"Michcon","Atmos Zone 3","3.0357","2.75","0.2857","1.10389090909091"
"Michcon","Carthage","3.0357","2.8045","0.2312","1.082438937422"
"Michcon","CG-Mainline","3.0357","2.8094","0.2263","1.08055100733253"
"Michcon","CG-Onshore","3.0357","2.8227","0.213","1.07545966627697"
"Michcon","ETC-Maypearl","3.0357","2.73","0.3057","1.11197802197802"
"Michcon","FGT-Z3","3.0357","2.9188","0.1169","1.04005070576949"
"Michcon","Henry","3.0357","2.8463","0.1894","1.06654252889716"
"Michcon","Houston Ship Channel","3.0357","2.8199","0.2158","1.07652753643746"
"Michcon","Katy","3.0357","2.8196","0.2161","1.07664207689034"
"Michcon","Katy-Lonestar Inter","3.0357","2.8206","0.2151","1.07626037013401"
"Michcon","Katy-Oasis","3.0357","2.8197","0.216","1.07660389403128"
"Michcon","Moss Bluff Inter","3.0357","2.84","0.1957","1.06890845070423"
"Michcon","NGPL-STX","3.0357","2.7828","0.2529","1.09087968952135"
"Michcon","Nortex-Tolar Hub","3.0357","2.7867","0.249","1.08935299816988"
"Michcon","Pine Prairie","3.0357","2.8396","0.1961","1.06905902239752"
"Michcon","Sonat-T1","3.0357","2.8512","0.1845","1.0647095959596"
"Michcon","TETCO-ELA","3.0357","2.8115","0.2242","1.0797439089454"
"Michcon","TETCO-ETX","3.0357","2.7491","0.2866","1.10425230075297"
"Michcon","TETCO-M1 30","3.0357","2.77","0.2657","1.09592057761733"
"Michcon","TETCO-STX","3.0357","2.777","0.2587","1.09315808426359"
"Michcon","TETCO-WLA","3.0357","2.81","0.2257","1.08032028469751"
"Michcon","TGP-500L","3.0357","2.8556","0.1801","1.06306905729094"
"Michcon","TGP-800L","3.0357","2.8206","0.2151","1.07626037013401"
"Michcon","TGP-Z0","3.0357","2.774","0.2617","1.09434030281182"
"Michcon","TGT-Mainline","3.0357","2.793","0.2427","1.08689581095596"
"Michcon","TGT-North LA","3.0357","2.77","0.2657","1.09592057761733"
"Michcon","TGT-SL","3.0357","2.81","0.2257","1.08032028469751"
"Michcon","Transco-30","3.0357","2.81","0.2257","1.08032028469751"
"Michcon","Transco-45","3.0357","2.8425","0.1932","1.06796833773087"
"Michcon","Transco-65","3.0357","2.8722","0.1635","1.05692500522248"
"Michcon","Transco-85","3.0357","2.8948","0.1409","1.04867348348763"
"Michcon","Tres Palacios (inj)","3.0357","2.7963","0.2394","1.08561313163824"
"Michcon","Trunkline-ELA","3.0357","2.8122","0.2235","1.07947514401536"
"Michcon","Trunkline-WLA","3.0357","2.81","0.2257","1.08032028469751"
"Michcon","Trunkline-Z1A","3.0357","2.8014","0.2343","1.08363675305205"
"Michcon","Alliance Delivered","3.0357","2.8556","0.1801","1.06306905729094"
"Michcon","ANR-Joliet Hub","3.0357","2.85","0.1857","1.06515789473684"
"Michcon","ANR-SW","3.0357","2.702","0.3337","1.12350111028867"
"Michcon","APC-ACE","3.0357","2.8556","0.1801","1.06306905729094"
"Michcon","Chicago Citygates","3.0357","2.8754","0.1603","1.05574876538916"
"Michcon","Consumers","3.0357","3.0397","-0.004","0.998684080665855"
"Michcon","Demarc","3.0357","2.7968","0.2389","1.08541905034325"
"Michcon","EGT-Flex","3.0357","2.6978","0.3379","1.12525020386982"
"Michcon","Lebanon","3.0357","2.7951","0.2406","1.08607921004615"
"Michcon","NBPL-Vector","3.0357","2.8569","0.1788","1.06258531975218"
"Michcon","NBPL-Ventura","3.0357","2.7975","0.2382","1.08514745308311"
"Michcon","NBPL-Will County","3.0357","2.8829","0.1528","1.05300218529952"
"Michcon","NGPL-Amarillo","3.0357","2.76","0.2757","1.09989130434783"
"Michcon","NGPL-GC Mainline","3.0357","2.8003","0.2354","1.08406242188337"
"Michcon","NGPL-MidAm","3.0357","2.88","0.1557","1.0540625"
"Michcon","NGPL-Midcont Pool","3.0357","2.7157","0.32","1.11783333947049"
"Michcon","NGPL-Nicor","3.0357","2.8694","0.1663","1.05795636718478"
"Michcon","NGPL-Nipsco","3.0357","2.8894","0.1463","1.05063334948432"
"Michcon","NGPL-TXOK","3.0357","2.7993","0.2364","1.08444968384953"
"Michcon","NNG-Ventura","3.0357","2.8012","0.2345","1.08371412251892"
"Michcon","OGT","3.0357","2.6995","0.3362","1.1245415817744"
"Michcon","Panhandle","3.0357","2.6017","0.434","1.1668140062267"
"Michcon","PGLC","3.0357","2.8737","0.162","1.05637331663013"
"Michcon","Southern Star","3.0357","2.6245","0.4112","1.15667746237379"
"Michcon","Ventura","3.0357","2.7991","0.2366","1.08452716944732"
"Michcon","Cheyenne","3.0357","2.6592","0.3765","1.14158393501805"
"Michcon","CIG-Mainline","3.0357","2.6076","0.4281","1.16417395306029"
"Michcon","CIG-Mainline South","3.0357","2.5879","0.4478","1.1730360523977"
"Michcon","EP-Permian","3.0357","2.6472","0.3885","1.14675883952856"
"Michcon","EP-S.Mainline","3.0357","2.7791","0.2566","1.09233204994423"
"Michcon","EP-SJ Blanco Pool","3.0357","2.6485","0.3872","1.14619595997735"
"Michcon","EP-SJ Bondad","3.0357","2.6395","0.3962","1.15010418639894"
"Michcon","EP-Waha","3.0357","2.6728","0.3629","1.1357752170009"
"Michcon","Kingsgate","3.0357","2.5525","0.4832","1.18930460333007"
"Michcon","KRGT-Del Pool","3.0357","2.7741","0.2616","1.09430085433113"
"Michcon","KRGT-Rec Pool","3.0357","2.6478","0.3879","1.14649898028552"
"Michcon","Malin","3.0357","2.6861","0.3496","1.13015152079223"
"Michcon","NWP-Rocky Mtn","3.0357","2.6243","0.4114","1.15676561368746"
"Michcon","NWP-Wyoming","3.0357","2.6095","0.4262","1.16332630772179"
"Michcon","Oasis - Waha Pool","3.0357","2.6759","0.3598","1.13445943420905"
"Michcon","Opal Plant Tailgate","3.0357","2.6463","0.3894","1.14714884933681"
"Michcon","PG&E - Citygate","3.0357","3.245","-0.2093","0.935500770416025"
"Michcon","PG&E-Topock","3.0357","2.7813","0.2544","1.09146801855248"
"Michcon","Pioneer","3.0357","2.6428","0.3929","1.14866807930982"
"Michcon","Questar-North","3.0357","2.5966","0.4391","1.16910575367789"
"Michcon","Questar-South","3.0357","2.61","0.4257","1.16310344827586"
"Michcon","REX E-NGPL","3.0357","2.8148","0.2209","1.07847804462129"
"Michcon","REX E-Trunk","3.0357","2.83","0.2057","1.07268551236749"
"Michcon","SoCal Border","3.0357","2.7762","0.2595","1.09347309271666"
"Michcon","Socal-Citygate","3.0357","2.9426","0.0930999999999997","1.03163868687555"
"Michcon","Socal-Ehrenberg","3.0357","2.7759","0.2598","1.09359126769696"
"Michcon","Socal-KRS","3.0357","2.7624","0.2733","1.09893570807993"
"Michcon","Socal-Needles","3.0357","2.7776","0.2581","1.09292194700461"
"Michcon","Stanfield","3.0357","2.6328","0.4029","1.15303099361896"
"Michcon","TW-Blanco","3.0357","2.654","0.3817","1.14382064807837"
"Michcon","TW-Central","3.0357","2.673","0.3627","1.13569023569024"
"Michcon","Waha","3.0357","2.6995","0.3362","1.1245415817744"
"Michcon","White River Hub","3.0357","2.6481","0.3876","1.1463690948227"
"NBPL-Vector","Algonquin Citygates","2.8569","2.6713","0.1856","1.06947927975143"
"NBPL-Vector","Col Gas TCO","2.8569","2.8547","0.0022000000000002","1.00077065891337"
"NBPL-Vector","Dominion-North","2.8569","1.8567","1.0002","1.53869768944902"
"NBPL-Vector","Dominion-South","2.8569","1.8786","0.9783","1.52076014053018"
"NBPL-Vector","Iroquois (into)","2.8569","3.1405","-0.2836","0.909695908294858"
"NBPL-Vector","Iroquois-Z2","2.8569","3.1906","-0.3337","0.895411521343948"
"NBPL-Vector","Leidy-Transco","2.8569","1.7776","1.0793","1.60716696669667"
"NBPL-Vector","Millennium EP","2.8569","1.641","1.2159","1.74095063985375"
"NBPL-Vector","PNGTS","2.8569","3.55","-0.6931","0.804760563380282"
"NBPL-Vector","REX E-ANR","2.8569","2.82","0.0369000000000002","1.01308510638298"
"NBPL-Vector","REX E-MidW","2.8569","2.8133","0.0436000000000001","1.01549781395514"
"NBPL-Vector","REX E-PEPL","2.8569","2.8347","0.0221999999999998","1.0078315165626"
"NBPL-Vector","TETCO-M2 (receipt)","2.8569","1.8677","0.9892","1.52963538041441"
"NBPL-Vector","TETCO-M3","2.8569","2.0133","0.8436","1.41901355982715"
"NBPL-Vector","TGP-Z4 Marcellus","2.8569","1.5934","1.2635","1.79295845362119"
"NBPL-Vector","TGP-Z4 Sta-219","2.8569","1.9995","0.8574","1.42880720180045"
"NBPL-Vector","TGP-Z4 Sta-313","2.8569","1.9199","0.937","1.48804625240898"
"NBPL-Vector","TGP-Z5 200L","2.8569","2.8582","-0.00130000000000008","0.999545168287734"
"NBPL-Vector","TGP-Z6 200L","2.8569","2.9601","-0.1032","0.9651363129624"
"NBPL-Vector","Transco-Z5 (non-WGL)","2.8569","2.9907","-0.1338","0.95526131006119"
"NBPL-Vector","Transco-Z6 (non-NY north)","2.8569","2.9935","-0.1366","0.954367796893269"
"NBPL-Vector","Transco-Z6 (non-NY)","2.8569","3","-0.1431","0.9523"
"NBPL-Vector","Transco-Z6 (NY)","2.8569","3.027","-0.1701","0.943805748265609"
"NBPL-Vector","ANR-LA","2.8569","2.7998","0.0571000000000002","1.02039431387956"
"NBPL-Vector","ANR-SE-T","2.8569","2.7998","0.0571000000000002","1.02039431387956"
"NBPL-Vector","Atmos Zone 3","2.8569","2.75","0.1069","1.03887272727273"
"NBPL-Vector","Carthage","2.8569","2.8045","0.0524","1.01868425744339"
"NBPL-Vector","CG-Mainline","2.8569","2.8094","0.0474999999999999","1.01690752473838"
"NBPL-Vector","CG-Onshore","2.8569","2.8227","0.0341999999999998","1.01211605909236"
"NBPL-Vector","ETC-Maypearl","2.8569","2.73","0.1269","1.04648351648352"
"NBPL-Vector","FGT-Z3","2.8569","2.9188","-0.0619000000000001","0.978792654515554"
"NBPL-Vector","Henry","2.8569","2.8463","0.0106000000000002","1.00372413308506"
"NBPL-Vector","Houston Ship Channel","2.8569","2.8199","0.0369999999999999","1.01312103266073"
"NBPL-Vector","Katy","2.8569","2.8196","0.0373000000000001","1.01322882678394"
"NBPL-Vector","Katy-Lonestar Inter","2.8569","2.8206","0.0362999999999998","1.0128696022123"
"NBPL-Vector","Katy-Oasis","2.8569","2.8197","0.0371999999999999","1.01319289286094"
"NBPL-Vector","Moss Bluff Inter","2.8569","2.84","0.0169000000000001","1.00595070422535"
"NBPL-Vector","NGPL-STX","2.8569","2.7828","0.0741000000000001","1.02662785683484"
"NBPL-Vector","Nortex-Tolar Hub","2.8569","2.7867","0.0701999999999998","1.02519108623103"
"NBPL-Vector","Pine Prairie","2.8569","2.8396","0.0173000000000001","1.00609240738132"
"NBPL-Vector","Sonat-T1","2.8569","2.8512","0.00570000000000004","1.00199915824916"
"NBPL-Vector","TETCO-ELA","2.8569","2.8115","0.0453999999999999","1.01614796372043"
"NBPL-Vector","TETCO-ETX","2.8569","2.7491","0.1078","1.0392128332909"
"NBPL-Vector","TETCO-M1 30","2.8569","2.77","0.0869","1.03137184115523"
"NBPL-Vector","TETCO-STX","2.8569","2.777","0.0798999999999999","1.02877205617573"
"NBPL-Vector","TETCO-WLA","2.8569","2.81","0.0468999999999999","1.01669039145907"
"NBPL-Vector","TGP-500L","2.8569","2.8556","0.00130000000000008","1.00045524583275"
"NBPL-Vector","TGP-800L","2.8569","2.8206","0.0362999999999998","1.0128696022123"
"NBPL-Vector","TGP-Z0","2.8569","2.774","0.0829","1.02988464311464"
"NBPL-Vector","TGT-Mainline","2.8569","2.793","0.0638999999999998","1.02287862513426"
"NBPL-Vector","TGT-North LA","2.8569","2.77","0.0869","1.03137184115523"
"NBPL-Vector","TGT-SL","2.8569","2.81","0.0468999999999999","1.01669039145907"
"NBPL-Vector","Transco-30","2.8569","2.81","0.0468999999999999","1.01669039145907"
"NBPL-Vector","Transco-45","2.8569","2.8425","0.0144000000000002","1.00506596306069"
"NBPL-Vector","Transco-65","2.8569","2.8722","-0.0152999999999999","0.994673072905787"
"NBPL-Vector","Transco-85","2.8569","2.8948","-0.0379","0.986907558380544"
"NBPL-Vector","Tres Palacios (inj)","2.8569","2.7963","0.0606","1.02167149447484"
"NBPL-Vector","Trunkline-ELA","2.8569","2.8122","0.0447000000000002","1.01589502880307"
"NBPL-Vector","Trunkline-WLA","2.8569","2.81","0.0468999999999999","1.01669039145907"
"NBPL-Vector","Trunkline-Z1A","2.8569","2.8014","0.0554999999999999","1.01981152281002"
"NBPL-Vector","Alliance Delivered","2.8569","2.8556","0.00130000000000008","1.00045524583275"
"NBPL-Vector","ANR-Joliet Hub","2.8569","2.85","0.00689999999999991","1.00242105263158"
"NBPL-Vector","ANR-SW","2.8569","2.702","0.1549","1.05732790525537"
"NBPL-Vector","APC-ACE","2.8569","2.8556","0.00130000000000008","1.00045524583275"
"NBPL-Vector","Chicago Citygates","2.8569","2.8754","-0.0185","0.993566112540864"
"NBPL-Vector","Consumers","2.8569","3.0397","-0.1828","0.939862486429582"
"NBPL-Vector","Demarc","2.8569","2.7968","0.0600999999999998","1.02148884439359"
"NBPL-Vector","EGT-Flex","2.8569","2.6978","0.1591","1.05897397879754"
"NBPL-Vector","Lebanon","2.8569","2.7951","0.0617999999999999","1.02211012128367"
"NBPL-Vector","Michcon","2.8569","3.0357","-0.1788","0.94110089929835"
"NBPL-Vector","NBPL-Ventura","2.8569","2.7975","0.0594000000000001","1.02123324396783"
"NBPL-Vector","NBPL-Will County","2.8569","2.8829","-0.0259999999999998","0.99098130354851"
"NBPL-Vector","NGPL-Amarillo","2.8569","2.76","0.0969000000000002","1.03510869565217"
"NBPL-Vector","NGPL-GC Mainline","2.8569","2.8003","0.0566","1.02021212012999"
"NBPL-Vector","NGPL-MidAm","2.8569","2.88","-0.0230999999999999","0.991979166666667"
"NBPL-Vector","NGPL-Midcont Pool","2.8569","2.7157","0.1412","1.05199396104135"
"NBPL-Vector","NGPL-Nicor","2.8569","2.8694","-0.0125000000000002","0.995643688576009"
"NBPL-Vector","NGPL-Nipsco","2.8569","2.8894","-0.0325000000000002","0.988751990032533"
"NBPL-Vector","NGPL-TXOK","2.8569","2.7993","0.0575999999999999","1.02057657271461"
"NBPL-Vector","NNG-Ventura","2.8569","2.8012","0.0556999999999999","1.01988433528488"
"NBPL-Vector","OGT","2.8569","2.6995","0.1574","1.05830709390628"
"NBPL-Vector","Panhandle","2.8569","2.6017","0.2552","1.09808971057386"
"NBPL-Vector","PGLC","2.8569","2.8737","-0.0167999999999999","0.994153878275394"
"NBPL-Vector","Southern Star","2.8569","2.6245","0.2324","1.0885502000381"
"NBPL-Vector","Ventura","2.8569","2.7991","0.0577999999999999","1.02064949448037"
"NBPL-Vector","Cheyenne","2.8569","2.6592","0.1977","1.07434566787004"
"NBPL-Vector","CIG-Mainline","2.8569","2.6076","0.2493","1.09560515416475"
"NBPL-Vector","CIG-Mainline South","2.8569","2.5879","0.269","1.10394528382086"
"NBPL-Vector","EP-Permian","2.8569","2.6472","0.2097","1.07921577515866"
"NBPL-Vector","EP-S.Mainline","2.8569","2.7791","0.0777999999999999","1.02799467453492"
"NBPL-Vector","EP-SJ Blanco Pool","2.8569","2.6485","0.2084","1.07868604870682"
"NBPL-Vector","EP-SJ Bondad","2.8569","2.6395","0.2174","1.08236408410684"
"NBPL-Vector","EP-Waha","2.8569","2.6728","0.1841","1.06887907812032"
"NBPL-Vector","Kingsgate","2.8569","2.5525","0.3044","1.11925563173359"
"NBPL-Vector","KRGT-Del Pool","2.8569","2.7741","0.0828000000000002","1.02984751811398"
"NBPL-Vector","KRGT-Rec Pool","2.8569","2.6478","0.2091","1.07897122139134"
"NBPL-Vector","Malin","2.8569","2.6861","0.1708","1.06358661256096"
"NBPL-Vector","NWP-Rocky Mtn","2.8569","2.6243","0.2326","1.08863315931868"
"NBPL-Vector","NWP-Wyoming","2.8569","2.6095","0.2474","1.0948074343744"
"NBPL-Vector","Oasis - Waha Pool","2.8569","2.6759","0.181","1.06764079375164"
"NBPL-Vector","Opal Plant Tailgate","2.8569","2.6463","0.2106","1.07958281373994"
"NBPL-Vector","PG&E - Citygate","2.8569","3.245","-0.3881","0.88040061633282"
"NBPL-Vector","PG&E-Topock","2.8569","2.7813","0.0756000000000001","1.02718153381512"
"NBPL-Vector","Pioneer","2.8569","2.6428","0.2141","1.08101256243378"
"NBPL-Vector","Questar-North","2.8569","2.5966","0.2603","1.10024647616113"
"NBPL-Vector","Questar-South","2.8569","2.61","0.2469","1.09459770114943"
"NBPL-Vector","REX E-NGPL","2.8569","2.8148","0.0421","1.01495665766662"
"NBPL-Vector","REX E-Trunk","2.8569","2.83","0.0268999999999999","1.00950530035336"
"NBPL-Vector","SoCal Border","2.8569","2.7762","0.0807000000000002","1.0290685109142"
"NBPL-Vector","Socal-Citygate","2.8569","2.9426","-0.0857000000000001","0.970876095969551"
"NBPL-Vector","Socal-Ehrenberg","2.8569","2.7759","0.081","1.02917972549443"
"NBPL-Vector","Socal-KRS","2.8569","2.7624","0.0945","1.03420938314509"
"NBPL-Vector","Socal-Needles","2.8569","2.7776","0.0792999999999999","1.02854982718894"
"NBPL-Vector","Stanfield","2.8569","2.6328","0.2241","1.08511850501367"
"NBPL-Vector","TW-Blanco","2.8569","2.654","0.2029","1.07645064054258"
"NBPL-Vector","TW-Central","2.8569","2.673","0.1839","1.06879910213244"
"NBPL-Vector","Waha","2.8569","2.6995","0.1574","1.05830709390628"
"NBPL-Vector","White River Hub","2.8569","2.6481","0.2088","1.07884898606548"
"NBPL-Ventura","Algonquin Citygates","2.7975","2.6713","0.1262","1.04724291543443"
"NBPL-Ventura","Col Gas TCO","2.7975","2.8547","-0.0571999999999999","0.979962868252356"
"NBPL-Ventura","Dominion-North","2.7975","1.8567","0.9408","1.50670544514461"
"NBPL-Ventura","Dominion-South","2.7975","1.8786","0.9189","1.48914084956883"
"NBPL-Ventura","Iroquois (into)","2.7975","3.1405","-0.343","0.890781722655628"
"NBPL-Ventura","Iroquois-Z2","2.7975","3.1906","-0.3931","0.876794333354228"
"NBPL-Ventura","Leidy-Transco","2.7975","1.7776","1.0199","1.57375112511251"
"NBPL-Ventura","Millennium EP","2.7975","1.641","1.1565","1.70475319926874"
"NBPL-Ventura","PNGTS","2.7975","3.55","-0.7525","0.788028169014084"
"NBPL-Ventura","REX E-ANR","2.7975","2.82","-0.0225","0.992021276595745"
"NBPL-Ventura","REX E-MidW","2.7975","2.8133","-0.0158","0.994383819713504"
"NBPL-Ventura","REX E-PEPL","2.7975","2.8347","-0.0372000000000003","0.986876918192401"
"NBPL-Ventura","TETCO-M2 (receipt)","2.7975","1.8677","0.9298","1.49783155753065"
"NBPL-Ventura","TETCO-M3","2.7975","2.0133","0.7842","1.38950976009537"
"NBPL-Ventura","TGP-Z4 Marcellus","2.7975","1.5934","1.2041","1.75567967867453"
"NBPL-Ventura","TGP-Z4 Sta-219","2.7975","1.9995","0.798","1.39909977494374"
"NBPL-Ventura","TGP-Z4 Sta-313","2.7975","1.9199","0.8776","1.45710714099693"
"NBPL-Ventura","TGP-Z5 200L","2.7975","2.8582","-0.0607000000000002","0.978762857742635"
"NBPL-Ventura","TGP-Z6 200L","2.7975","2.9601","-0.1626","0.945069423330293"
"NBPL-Ventura","Transco-Z5 (non-WGL)","2.7975","2.9907","-0.1932","0.935399739191494"
"NBPL-Ventura","Transco-Z6 (non-NY north)","2.7975","2.9935","-0.196","0.93452480374144"
"NBPL-Ventura","Transco-Z6 (non-NY)","2.7975","3","-0.2025","0.9325"
"NBPL-Ventura","Transco-Z6 (NY)","2.7975","3.027","-0.2295","0.92418235877106"
"NBPL-Ventura","ANR-LA","2.7975","2.7998","-0.00229999999999997","0.999178512750911"
"NBPL-Ventura","ANR-SE-T","2.7975","2.7998","-0.00229999999999997","0.999178512750911"
"NBPL-Ventura","Atmos Zone 3","2.7975","2.75","0.0474999999999999","1.01727272727273"
"NBPL-Ventura","Carthage","2.7975","2.8045","-0.00700000000000012","0.997504011410233"
"NBPL-Ventura","CG-Mainline","2.7975","2.8094","-0.0119000000000002","0.995764220118175"
"NBPL-Ventura","CG-Onshore","2.7975","2.8227","-0.0252000000000003","0.991072377510894"
"NBPL-Ventura","ETC-Maypearl","2.7975","2.73","0.0674999999999999","1.02472527472527"
"NBPL-Ventura","FGT-Z3","2.7975","2.9188","-0.1213","0.958441825407702"
"NBPL-Ventura","Henry","2.7975","2.8463","-0.0488","0.982854934476338"
"NBPL-Ventura","Houston Ship Channel","2.7975","2.8199","-0.0224000000000002","0.992056455902692"
"NBPL-Ventura","Katy","2.7975","2.8196","-0.0221","0.992162008795574"
"NBPL-Ventura","Katy-Lonestar Inter","2.7975","2.8206","-0.0231000000000003","0.99181025313763"
"NBPL-Ventura","Katy-Oasis","2.7975","2.8197","-0.0222000000000002","0.992126822002341"
"NBPL-Ventura","Moss Bluff Inter","2.7975","2.84","-0.0425","0.985035211267606"
"NBPL-Ventura","NGPL-STX","2.7975","2.7828","0.0146999999999999","1.00528244933161"
"NBPL-Ventura","Nortex-Tolar Hub","2.7975","2.7867","0.0107999999999997","1.00387555172785"
"NBPL-Ventura","Pine Prairie","2.7975","2.8396","-0.0421","0.98517396816453"
"NBPL-Ventura","Sonat-T1","2.7975","2.8512","-0.0537000000000001","0.981165824915825"
"NBPL-Ventura","TETCO-ELA","2.7975","2.8115","-0.0140000000000002","0.995020451716166"
"NBPL-Ventura","TETCO-ETX","2.7975","2.7491","0.0484","1.01760576188571"
"NBPL-Ventura","TETCO-M1 30","2.7975","2.77","0.0274999999999999","1.00992779783393"
"NBPL-Ventura","TETCO-STX","2.7975","2.777","0.0204999999999997","1.00738206697875"
"NBPL-Ventura","TETCO-WLA","2.7975","2.81","-0.0125000000000002","0.995551601423488"
"NBPL-Ventura","TGP-500L","2.7975","2.8556","-0.0581","0.97965401316711"
"NBPL-Ventura","TGP-800L","2.7975","2.8206","-0.0231000000000003","0.99181025313763"
"NBPL-Ventura","TGP-Z0","2.7975","2.774","0.0234999999999999","1.00847152126893"
"NBPL-Ventura","TGT-Mainline","2.7975","2.793","0.00449999999999973","1.0016111707841"
"NBPL-Ventura","TGT-North LA","2.7975","2.77","0.0274999999999999","1.00992779783393"
"NBPL-Ventura","TGT-SL","2.7975","2.81","-0.0125000000000002","0.995551601423488"
"NBPL-Ventura","Transco-30","2.7975","2.81","-0.0125000000000002","0.995551601423488"
"NBPL-Ventura","Transco-45","2.7975","2.8425","-0.0449999999999999","0.984168865435356"
"NBPL-Ventura","Transco-65","2.7975","2.8722","-0.0747","0.973992061834134"
"NBPL-Ventura","Transco-85","2.7975","2.8948","-0.0973000000000002","0.966388006079867"
"NBPL-Ventura","Tres Palacios (inj)","2.7975","2.7963","0.00119999999999987","1.00042913850445"
"NBPL-Ventura","Trunkline-ELA","2.7975","2.8122","-0.0146999999999999","0.994772775762748"
"NBPL-Ventura","Trunkline-WLA","2.7975","2.81","-0.0125000000000002","0.995551601423488"
"NBPL-Ventura","Trunkline-Z1A","2.7975","2.8014","-0.00390000000000024","0.998607838937674"
"NBPL-Ventura","Alliance Delivered","2.7975","2.8556","-0.0581","0.97965401316711"
"NBPL-Ventura","ANR-Joliet Hub","2.7975","2.85","-0.0525000000000002","0.981578947368421"
"NBPL-Ventura","ANR-SW","2.7975","2.702","0.0954999999999999","1.03534418948927"
"NBPL-Ventura","APC-ACE","2.7975","2.8556","-0.0581","0.97965401316711"
"NBPL-Ventura","Chicago Citygates","2.7975","2.8754","-0.0779000000000001","0.972908117131529"
"NBPL-Ventura","Consumers","2.7975","3.0397","-0.2422","0.920321084317531"
"NBPL-Ventura","Demarc","2.7975","2.7968","0.000699999999999701","1.00025028604119"
"NBPL-Ventura","EGT-Flex","2.7975","2.6978","0.0996999999999999","1.03695603825339"
"NBPL-Ventura","Lebanon","2.7975","2.7951","0.00239999999999974","1.00085864548674"
"NBPL-Ventura","Michcon","2.7975","3.0357","-0.2382","0.92153374839411"
"NBPL-Ventura","NBPL-Vector","2.7975","2.8569","-0.0594000000000001","0.979208232699779"
"NBPL-Ventura","NBPL-Will County","2.7975","2.8829","-0.0853999999999999","0.97037705088626"
"NBPL-Ventura","NGPL-Amarillo","2.7975","2.76","0.0375000000000001","1.01358695652174"
"NBPL-Ventura","NGPL-GC Mainline","2.7975","2.8003","-0.00280000000000014","0.999000107131379"
"NBPL-Ventura","NGPL-MidAm","2.7975","2.88","-0.0825","0.971354166666667"
"NBPL-Ventura","NGPL-Midcont Pool","2.7975","2.7157","0.0817999999999999","1.03012114740214"
"NBPL-Ventura","NGPL-Nicor","2.7975","2.8694","-0.0719000000000003","0.974942496689203"
"NBPL-Ventura","NGPL-Nipsco","2.7975","2.8894","-0.0919000000000003","0.968194088738146"
"NBPL-Ventura","NGPL-TXOK","2.7975","2.7993","-0.00180000000000025","0.999356982102668"
"NBPL-Ventura","NNG-Ventura","2.7975","2.8012","-0.00370000000000026","0.998679137512495"
"NBPL-Ventura","OGT","2.7975","2.6995","0.0979999999999999","1.03630301907761"
"NBPL-Ventura","Panhandle","2.7975","2.6017","0.1958","1.07525848483684"
"NBPL-Ventura","PGLC","2.7975","2.8737","-0.0762","0.97348366217768"
"NBPL-Ventura","Southern Star","2.7975","2.6245","0.173","1.0659173175843"
"NBPL-Ventura","Ventura","2.7975","2.7991","-0.00160000000000027","0.999428387696045"
"NBPL-Ventura","Cheyenne","2.7975","2.6592","0.1383","1.05200812274368"
"NBPL-Ventura","CIG-Mainline","2.7975","2.6076","0.1899","1.07282558674643"
"NBPL-Ventura","CIG-Mainline South","2.7975","2.5879","0.2096","1.08099231036748"
"NBPL-Ventura","EP-Permian","2.7975","2.6472","0.1503","1.05677697189483"
"NBPL-Ventura","EP-S.Mainline","2.7975","2.7791","0.0183999999999997","1.00662084847613"
"NBPL-Ventura","EP-SJ Blanco Pool","2.7975","2.6485","0.149","1.05625825939211"
"NBPL-Ventura","EP-SJ Bondad","2.7975","2.6395","0.158","1.05985982193597"
"NBPL-Ventura","EP-Waha","2.7975","2.6728","0.1247","1.04665519305597"
"NBPL-Ventura","Kingsgate","2.7975","2.5525","0.245","1.09598432908913"
"NBPL-Ventura","KRGT-Del Pool","2.7975","2.7741","0.0234000000000001","1.00843516816265"
"NBPL-Ventura","KRGT-Rec Pool","2.7975","2.6478","0.1497","1.05653750283254"
"NBPL-Ventura","Malin","2.7975","2.6861","0.1114","1.04147276720896"
"NBPL-Ventura","NWP-Rocky Mtn","2.7975","2.6243","0.1732","1.06599855199482"
"NBPL-Ventura","NWP-Wyoming","2.7975","2.6095","0.188","1.07204445296034"
"NBPL-Ventura","Oasis - Waha Pool","2.7975","2.6759","0.1216","1.04544265480773"
"NBPL-Ventura","Opal Plant Tailgate","2.7975","2.6463","0.1512","1.05713637909534"
"NBPL-Ventura","PG&E - Citygate","2.7975","3.245","-0.4475","0.862095531587057"
"NBPL-Ventura","PG&E-Topock","2.7975","2.7813","0.0162","1.00582461438895"
"NBPL-Ventura","Pioneer","2.7975","2.6428","0.1547","1.05853640078704"
"NBPL-Ventura","Questar-North","2.7975","2.5966","0.2009","1.0773704074559"
"NBPL-Ventura","Questar-South","2.7975","2.61","0.1875","1.07183908045977"
"NBPL-Ventura","REX E-NGPL","2.7975","2.8148","-0.0173000000000001","0.993853915020605"
"NBPL-Ventura","REX E-Trunk","2.7975","2.83","-0.0325000000000002","0.988515901060071"
"NBPL-Ventura","SoCal Border","2.7975","2.7762","0.0213000000000001","1.00767235789929"
"NBPL-Ventura","Socal-Citygate","2.7975","2.9426","-0.1451","0.950689866104805"
